Features Used,Equation,Train R-squared,Train MRE,Train RMSRE,Test R-squared,Test MRE,Test RMSRE,Equation Components,Model Score
Feature(s): 1 4,10.1061123900377*x_1**2 - 17.424737207539*x_1*x_2 - 16.1217883972485*x_1 + 7.50992536404498*x_2**2 + 10.1914756878548*x_2 + 6.4528694*sin(4.9105706*x_1 + 5.4412093*x_2 - 3.040184) + 2.5590339*cos(1.700712*x_1 + 3.95687*x_2 - 2.5453885) + 0.94471960510726,0.563095428,0.744510662,0.804409846,0.58684165,0.682495438,0.683150674,27,30.4968539
Feature(s): 2 3 4 5 6 7,10.6421893322652*x_1 - 1.01385358678368*x_2 - 12.0523891666227*x_3 - 2.5369020092592*x_4 + 0.084854077305096*x_5 - 3.29396402922301*x_6 + 2.8874543*(3.8149703*x_1 + 3.145891*x_2 - 1.260136*x_3 - 0.38983026*x_4 + 0.041812453*x_5 + 0.41439125*x_6 - 0.35761756)*(3.8285682*x_1 + 3.1736817*x_2 - 1.3510529*x_3 - 0.32969007*x_4 + 0.07503592*x_5 + 0.47786447*x_6 - 0.37735462) + 2.83919461448443,0.75664782,0.72113626,0.600346114,0.632794224,0.658699445,0.644040214,39,30.4721022
Feature(s): 1 3 4 7,#NAME?,0.708500545,0.770006355,0.657056864,0.439302002,0.670225008,0.795834453,27,30.39012735
Feature(s): 2 5 7,4.97844349315384*x_1 - 2.63205045071356*x_2 - 4.40206081770988*x_3 + 2.1705635*(4.343398*x_1 + 0.16994892*x_2 + 0.83171904*x_3 + 0.14550449)*(4.3816643*x_1 + 0.18758638*x_2 + 0.884325*x_3 + 0.13721983) + 4.5421996*sin(7.2755785*x_1 - 0.5613606*x_2 + 2.3210042*x_3 - 2.100486) + 7.19164*cos(4.447784*x_1 - 1.5472418*x_2 - 1.0472876*x_3 + 0.35054678) - 2.04568189173585,0.683658844,0.669766968,0.684481842,0.702557332,0.645493673,0.579642028,39,30.31080882
Feature(s): 2 4 7,5.0848459010858*x_1 - 2.7220377983248*x_2 - 3.1460141449888*x_3 + 2.265981*(3.9074745*x_1 + 1.2137179*x_2 + 1.6764647*x_3 - 0.7382947)*(3.9458475*x_1 + 1.1660867*x_2 + 1.6104897*x_3 - 0.70771873) + 7.788517*sin(5.0428886*x_1 + 3.2314198*x_2 - 0.64486027*x_3 - 1.5464699) + 8.874021*cos(0.86534166*x_1 - 2.8102558*x_2 + 3.2749093*x_3 - 0.36878726) - 0.67067147881972,0.710289057,0.694372353,0.655038057,0.674434781,0.598357546,0.606425192,39,30.23619192
Feature(s): 2 3 5 6 7,4.14516143963664*x_1 - 0.614114621065224*x_2 - 2.69205463001376*x_3 + 0.356030424575064*x_4 - 3.43538476458444*x_5 + 2.0715811*(2.3369372*x_1 + 3.0189738*x_2 - 0.13571157*x_3 + 0.11547506*x_4 + 0.53045887*x_5 - 0.4963417)*(2.3821123*x_1 + 3.0086794*x_2 - 0.16909562*x_3 + 0.03587342*x_4 + 0.5714014*x_5 - 0.64965695) + 1.67983943115123,0.71523132,0.737109485,0.649426781,0.543278537,0.661681265,0.718263743,33,29.92549286
Feature(s): 2 6 7,4.6668093232496*x_1 - 0.7240738793426*x_2 - 4.723045030624*x_3 + 2.001152*(4.0497494*x_1 + 5.9009362e-5*x_2 + 0.7692518*x_3 + 0.21140143)*(4.0602717*x_1 + 0.102748975*x_2 + 0.82562137*x_3 + 0.24351516) + 4.146878*sin(5.437076*x_1 - 0.8392849*x_2 - 3.698395*x_3 + 1.7497979) + 3.7237282*cos(8.719548*x_1 - 1.0420812*x_2 + 4.7387605*x_3 - 3.7815366) - 0.98617362889768,0.682295506,0.824820206,0.685955215,0.694377394,0.744489204,0.587558307,39,29.83364498
Feature(s): 4 6 7,4.29297842485902*x_1 + 0.0775936347236808*x_2 - 6.41276273258494*x_3 + 1.4746977*(2.482637*x_1 - 3.1968706e-5*x_2 + 1.1367042*x_3 + 0.09740102)*(2.4972062*x_1 + 0.09366889*x_2 + 1.1133529*x_3 + 0.1750426) - 0.621307963278756,0.525476766,0.759824315,0.838325784,0.490472966,0.645995505,0.758650677,21,29.79748661
Feature(s): 3 5 6,1.22071410597793*x_1 - 2.25615242008304*x_2 + 0.369022027504305*x_3 + 3.1295085*(3.8924284*x_1 - 0.28879791*x_2 + 0.19298248*x_3 - 0.6505237)*(3.9922667*x_1 - 0.35961998*x_2 + 0.061123498*x_3 - 0.6503357) + 1.45424758600382,0.67403961,0.791649804,0.6948107,0.340849107,0.707953712,0.862880503,21,29.74443585
Feature(s): 3 4 6,#NAME?,0.662598388,0.784899997,0.706899476,0.352195918,0.668912353,0.855421328,21,29.73971529
Feature(s): 3 6 7,1.2643438873672*x_1 + 0.062060633777656*x_2 - 4.8547355435888*x_3 + 3.3425906*(4.006694*x_1 + 0.076570064*x_2 - 0.80798465*x_3 - 0.6539841)*(4.079998*x_1 + 0.0176683*x_2 - 0.73541033*x_3 - 0.60020643) + 1.5636628751432,0.691873057,0.777112056,0.675536658,0.322649288,0.697886213,0.874711889,21,29.72611726
Feature(s): 4 5,18.3341490712511*x_1**2 + 12.9070718329237*x_1*x_2 - 6.89148409898582*x_1 + 2.26608600257797*x_2**2 - 3.79928742139653*x_2 - 5.9942465*sin(-6.227895*x_1 + 0.8812532*x_2 + 1.9201732) + 8.896981*cos(2.0619783*x_1 - 2.1346958*x_2 + 0.50816095) + 0.187225189898359,0.652060386,0.740872618,0.717853829,0.481341927,0.660846664,0.765418236,27,29.67011566
Feature(s): 1 2 4 5 6 7,#NAME?,0.621998677,0.735867219,0.748222464,0.751121837,0.626412689,0.530214536,39,29.6560257
Feature(s): 1 2 3 5 6 7,#NAME?,0.760889409,0.698328078,0.595091147,0.609062757,0.643823568,0.664525662,39,29.49760829
Feature(s): 1,6.64932677868191*x_1**2 + 8.11894669429601*x_1 + 4.125283*sin(7.407101*x_1 - 0.40887383) + 4.0318837*cos(9.098307*x_1 - 2.5564) + 1.10059590731433,0.434026191,0.746853904,0.915550386,0.45206353,0.673662944,0.7867257,15,29.30448603
Feature(s): 1 2 3,#NAME?,0.725794772,0.741405253,0.637267761,0.639579361,0.663675124,0.638062263,39,29.26870664
Feature(s): 1 6 7,22.3523147836092*x_1 + 7.57571638193526*x_2 + 29.4552022345706*x_3 - 1.6965549*(-4.409414*x_1 + 0.23538493*x_2 + 1.0434*x_3 + 1.4973687)*(-4.3697886*x_1 + 0.24125303*x_2 + 1.0441386*x_3 + 1.4584495) + 11.1087761469574,0.508459503,0.921649976,0.853225321,0.496758502,0.756262273,0.75395679,21,29.26090026
Feature(s): 3 5 7,0.98438671545867*x_1 - 0.506379549116496*x_2 - 3.99525932191203*x_3 + 3.2321627*(4.0516953*x_1 + 0.1476637*x_2 - 0.8995726*x_3 - 0.61397785)*(4.0730247*x_1 + 0.0714051*x_2 - 0.96665716*x_3 - 0.6037449) + 1.68090103415375,0.690031729,0.775309644,0.677552112,0.315025737,0.695273191,0.879620537,21,29.25287332
Feature(s): 4 5 6,5.3759112328944*x_1 - 5.7693293196132*x_2 + 1.52916020812236*x_3 + 1.4763005*(2.3822148*x_1 + 0.8195837*x_2 - 0.19395374*x_3 + 0.23656616)*(2.4527032*x_1 + 0.7772133*x_2 - 0.20817548*x_3 + 0.16135153) - 0.933171330053412,0.525622577,0.760298859,0.838196975,0.478665564,0.681973083,0.767390538,21,29.21440701
Feature(s): 2 4 5,3.85103676971052*x_1 - 0.829942378803222*x_2 - 1.8966203960049*x_3 + 1.5846257*(2.9978743*x_1 + 1.260094*x_2 + 1.000429*x_3 - 0.21966143)*(2.9986486*x_1 + 1.3853055*x_2 + 0.9585465*x_3 - 0.1387508) + 8.245428*sin(6.3254185*x_1 + 3.830993*x_2 - 0.6401997*x_3 - 2.5029285) + 10.334092*cos(1.3283561*x_1 - 3.628721*x_2 + 1.9294955*x_3 - 0.0046598557) - 0.851922181013712,0.72666431,0.737302578,0.636256532,0.636256533,0.638180146,0.640996761,39,29.14604216
Feature(s): 4 5 7,2.74905680622112*x_1 - 2.28250537683744*x_2 - 3.924473816592*x_3 + 1.4814541*(2.5974224*x_1 + 0.29361978*x_2 + 0.68365353*x_3 + 0.08127356)*(2.5985749*x_1 + 0.38071868*x_2 + 0.7280058*x_3 + 0.0634597) + 0.228225706350195,0.52597103,0.729591513,0.83788907,0.476898745,0.613951864,0.768689794,21,29.14348877
Feature(s): 1 2 3 4 5 7,#NAME?,0.758515386,0.691842985,0.598038049,0.604145469,0.640755954,0.668691871,39,29.13304276
Feature(s): 3 4 7,1.1416801617898*x_1 - 0.576618881614634*x_2 - 5.63900756826204*x_3 + 2.6289725*(3.7324417*x_1 + 0.4011048*x_2 - 0.37297228*x_3 - 0.6252222)*(3.7861845*x_1 + 0.38204294*x_2 - 0.42633304*x_3 - 0.58715034) + 1.8101224465012,0.681117862,0.777071573,0.687225363,0.319229134,0.681615481,0.876917455,21,29.01734981
Feature(s): 2 5 6,3.25077507848448*x_1 - 3.81893053555794*x_2 + 0.73253305944744*x_3 + 2.7092884*(4.707994*x_1 + 0.74996895*x_2 - 0.1538063*x_3 - 0.32316408)*(4.715827*x_1 + 0.78305405*x_2 - 0.11727047*x_3 - 0.22383095) - 5.799928*sin(1.2890426*x_1 - 2.6505942*x_2 - 0.61441755*x_3 + 0.44407043) + 5.5906076*cos(-7.434686*x_1 + 1.4769078*x_2 + 0.89248514*x_3 + 1.437154) + 1.03282837453688,0.685165894,0.704861361,0.682849459,0.674097261,0.726601106,0.606739457,39,28.96315774
Feature(s): 1 2 7,#NAME?,0.725342783,0.721533852,0.637792769,0.63114373,0.608189785,0.645485988,39,28.82432562
Feature(s): 1 4 6 7,#NAME?,0.547027311,0.756368394,0.819068251,0.56763841,0.63413847,0.698846487,27,28.73328607
Feature(s): 1 2 3 4 5 6,#NAME?,0.758955705,0.708390163,0.597492573,0.595364025,0.650965121,0.676068155,39,28.7159865
Feature(s): 2 5,(1.1793738207529268*x_1**2 - 2.917282054174134*x_1*x_2 - 10.397354257334269*x_1 - 0.043570912610157945*x_2**2 + 0.78083504833474794*x_2 - 0.01852734666110019*sin(0.5143730272799095*x_1 + 0.8128348982686939*x_2 + 1.0489951028647435) + 0.10745943834802388)/(-0.23831345836558058*x_1**2 + 0.58948872963301916*x_1*x_2 + 0.15786979257799525*x_1 + 0.0088042779020160448*x_2**2 + 0.01918201382900787*x_2 + 1.5437343568863306*sin(0.5143730272799095*x_1 + 0.8128348982686939*x_2 + 1.0489951028647435) - 1.7097976547466313),0.717190295,0.675649803,0.647189165,0.67684341,0.642742425,0.60417777,41,28.70168524
Feature(s): 2 4 5 9,0.000127401606938093*x_1 + 0.000160395308006058*x_2 + 4.52586803166515e-5*x_3 + 1.6072074*(0.00013045163*x_1 + 2.15173*x_2 + 0.33029762*x_3 - 8.664028e-5*x_4 - 0.013955052)*(2.5451868*x_1 + 2.198412*x_2 + 0.3222065*x_3 - 8.664028e-5*x_4 + 0.081834346) + 0.445816341197812,0.510930541,0.779514408,0.851077981,0.555859814,0.663379752,0.708301675,25,28.33951775
Feature(s): 1 2 5,0.141927132462609*x_1 + 4.279387017672*x_2 - 0.874125773045421*x_3 + 1.6822945*(1.3252515*x_1 + 3.3383605*x_2 + 0.77732813*x_3 + 0.3476765)*(1.3605634*x_1 + 3.3408368*x_2 + 0.77066267*x_3 + 0.2871211) + 9.268852*sin(8.369165*x_1 + 7.490428*x_2 - 0.10990863*x_3 - 2.5600965) + 9.98963*cos(7.2463984*x_1 + 0.8323567*x_2 - 1.8765931*x_3 - 0.0052634384) - 2.44999651886125,0.733195776,0.734186915,0.628608767,0.602810419,0.662244315,0.66981853,39,27.80030977
Feature(s): 1 2 3 4 6 7,#NAME?,0.738778584,0.735079128,0.621997262,0.597062801,0.656582473,0.6746475,39,27.79206926
Feature(s): 3 5,43.9583536964688*x_1**2 - 6.12766534145307*x_1*x_2 - 13.2467379363109*x_1 + 0.213254822470997*x_2**2 + 0.244516666944354*x_2 + 0.64656436*cos(-0.16919568*x_1 + 0.44079614*x_2 + 0.81355953) + 2.28662650408417,0.650200008,0.799281175,0.719770397,0.303889056,0.703539122,0.886742379,20,27.70445321
Feature(s): 3 4 5,0.0049831198948952*x_1 + 1.14117188339552*x_2 - 1.21903480333352*x_3 + 2.3018358*(3.4000497*x_1 + 0.66444707*x_2 - 0.061045174*x_3 - 0.6236143)*(3.5540934*x_1 + 0.7640215*x_2 - 0.07854877*x_3 - 0.6848985) + 1.66807967964284,0.661880723,0.78521862,0.707650877,0.310436685,0.693313997,0.88256217,21,27.6158704
Feature(s): 2 3 4,0.84017869182954*x_1 - 2.18632951750612*x_2 - 0.000172143179419778*x_3 + 2.5043647*(2.4443736*x_1 + 3.3784802*x_2 - 0.380642*x_3 - 0.6641222)*(2.45373*x_1 + 3.3463728*x_2 - 0.46120375*x_3 - 0.5759779) + 4.0120883*sin(3.8452065*x_1 - 0.9715974*x_2 + 2.4979966*x_3 - 0.19378309) + 5.7495537*cos(-2.285054*x_1 + 1.5622115*x_2 + 0.8087683*x_3 + 1.3030407) + 0.67282298727308,0.728277086,0.75933247,0.634376688,0.602503932,0.699790695,0.670076909,39,27.5390509
Feature(s): 1 4 5 7,#NAME?,0.543023492,0.728446714,0.822680153,0.540396041,0.603459979,0.720526759,27,27.17097664
Feature(s): 1 4 5 6,#NAME?,0.540145155,0.772555879,0.825266975,0.532140823,0.690524065,0.726968863,27,26.61429891
Feature(s): 1 3 4 5 6,#NAME?,0.714430342,0.768992747,0.650339472,0.475740494,0.666591503,0.76954034,33,26.50854177
Feature(s): 2 4 6,6.67807438351104*x_1 - 1.2144641914482*x_2 - 1.59686593726648*x_3 + 1.3895214*(3.0790331*x_1 - 0.24075864*x_2 + 0.03556969*x_3 + 0.9587699)*(3.127247*x_1 - 0.13894002*x_2 + 0.10673673*x_3 + 0.88938046) + 5.4811025*sin(5.3842883*x_1 + 2.8158836*x_2 - 0.16099377*x_3 - 0.9990617) + 5.759139*cos(8.237412*x_1 + 4.547585*x_2 - 0.14302324*x_3 - 5.173584) + 0.536627419797212,0.61867804,0.702262756,0.751501742,0.677816181,0.599282952,0.603267732,39,25.82471104
Feature(s): 2 3 4 7 8,#NAME?,0.645111173,0.696449183,0.724987045,0.490850625,0.59907015,0.75836947,31,25.79808993
Feature(s): 1 7,17.8753096737388*x_1**2 + 6.78179598945684*x_1*x_2 + 29.6455943161361*x_1 + 0.640650509871644*x_2**2 - 1.13393874350018*x_2 - 3.96504206501065,0.443220329,0.804982401,0.908083466,0.330761217,0.659573161,0.869458353,13,25.69907731
Feature(s): 1 3 5,#NAME?,0.652634801,0.801144683,0.717261031,0.273017985,0.707599198,0.906191673,21,25.28263932
Feature(s): 3 4,27.1442067605315*x_1**2 + 11.2502355441857*x_1*x_2 - 14.3821552490703*x_1 + 1.16004961458925*x_2**2 - 0.483153504842021*x_2 + 2.075057*sin(-1.0204341*x_1 + 3.5758114*x_2 + 0.13388269) - 3.4283044*cos(-1.5095025*x_1 + 1.0405211*x_2 + 1.7611679) + 1.72930871860056,0.66873416,0.758433587,0.700442372,0.372601563,0.677531847,0.841840761,27,25.06678617
Feature(s): 1 3 6 7,#NAME?,0.697068984,0.779512125,0.669816673,0.34421184,0.704987956,0.860676647,27,25.06404121
Feature(s): 1 5,18.7051646133341*x_1**2 + 5.26369912937216*x_1*x_2 + 31.775640767421*x_1 + 0.369447449516758*x_2**2 - 3.88145315155302*x_2 - 4.43262773658467,0.442167596,0.792232674,0.908941541,0.318205494,0.677589956,0.877576494,13,25.01865451
Feature(s): 4,(0.35933619455754836*x_1**2 + 2.5010681235974781*x_1 + 2.576251951190506*sin(1.7799022314703585*x_1 - 2.2127536393079295) + 0.1410690465584339*cos(0.21094775114645398*x_1 + 0.4557408868125489) + 2.3488497765997867)/(-0.033976383326094915*x_1**2 - 0.28984224476881969*x_1 + 0.73329442345951409*sin(1.7799022314703585*x_1 - 2.2127536393079295) + 0.4838913818917536*cos(0.21094775114645398*x_1 + 0.4557408868125489) + 0.50351428946914826),0.550588652,0.827167003,0.815842077,0.569025963,0.747479101,0.697724202,31,24.98073075
Feature(s): 1 6,12.1330612875444*x_1**2 + 0.47581840215205*x_1*x_2 + 41.9494437075914*x_1 + 0.00455844982674372*x_2**2 - 0.232227426497765*x_2 - 6.58590253575858,0.410128155,0.860848045,0.934679929,0.349367375,0.770569193,0.85728683,13,24.97477649
Feature(s): 1 2 4,#NAME?,0.614608807,0.725256314,0.755500883,0.66136989,0.63902445,0.618473391,39,24.79893485
Feature(s): 1 3 4,#NAME?,0.728841526,0.723232551,0.633717461,0.546839048,0.680146787,0.715458543,39,24.7840287
Feature(s): 1 3 5 7,#NAME?,0.696008906,0.780699151,0.670987629,0.337225848,0.70693198,0.865248819,27,24.66173768
Feature(s): 2 3 5,8.12671909576878*x_1 - 3.33573043520611*x_2 - 0.000291324681758327*x_3 + 2.401791*(2.305671*x_1 + 3.0389407*x_2 + 0.07247999*x_3 - 0.8111148)*(2.3872955*x_1 + 3.0135238*x_2 + 0.13381268*x_3 - 0.76570415) + 5.170075*sin(4.158622*x_1 - 1.3606962*x_2 + 2.748883*x_3 - 0.7837748) + 4.616467*cos(5.9490275*x_1 + 1.2813259*x_2 - 3.004916*x_3 - 1.0169362) + 0.395207865577042,0.754401407,0.710889496,0.603110682,0.518148537,0.712592461,0.737759524,39,24.62749719
Feature(s): 1 3 4 6 7,#NAME?,0.700582114,0.778587767,0.665921372,0.450904307,0.680803099,0.787557465,33,24.57432102
Feature(s): 3 4 5 6,0.90343809148047*x_1 - 0.36591299549896*x_2 - 3.3606064788296*x_3 + 0.496645077636435*x_4 + 2.457977*(3.570228*x_1 + 0.640595*x_2 - 0.12424871*x_3 + 0.12633757*x_4 - 0.6663333)*(3.5955486*x_1 + 0.5434347*x_2 - 0.07572603*x_3 + 0.07628041*x_4 - 0.64497185) + 1.61112337068735,0.67850212,0.796806664,0.69003821,0.349935611,0.69948662,0.856912388,27,24.42188654
Feature(s): 4 7,19.5473668670576*x_1**2 + 19.4222605704086*x_1*x_2 - 6.51200218923193*x_1 + 4.81768549886318*x_2**2 - 7.27975306951082*x_2 - 5.332992*sin(-4.7631664*x_1 + 1.0376956*x_2 + 0.9089654) + 6.8169456*cos(2.359619*x_1 - 3.300553*x_2 + 0.43021354) - 1.72722181235786,0.604876346,0.687865392,0.764980911,0.421244606,0.640372603,0.808547912,27,24.30604756
Feature(s): 4 5 6 7,3.92275550800672*x_1 - 4.87931273841748*x_2 + 1.16532793594646*x_3 - 1.67818938657907*x_4 + 1.3812401*(2.5164852*x_1 + 0.46975297*x_2 - 0.06521681*x_3 + 0.5889615*x_4 + 0.19749689)*(2.5879092*x_1 + 0.50240815*x_2 - 0.094255574*x_3 + 0.5851283*x_4 + 0.17163593) - 0.8362446159964,0.531111445,0.770922493,0.833333612,0.492744148,0.671255068,0.756957971,27,24.19277964
Feature(s): 3 4 6 7,1.30216413418234*x_1 + 0.180159026983078*x_2 + 0.098291623166165*x_3 - 7.51348945735388*x_4 + 2.4532678*(3.592579*x_1 + 0.56884265*x_2 + 0.02598868*x_3 - 0.1253523*x_4 - 0.5912916)*(3.7261395*x_1 + 0.51093936*x_2 + 0.062286165*x_3 - 0.22387342*x_4 - 0.6931427) + 1.71213094168924,0.68017291,0.786029675,0.688242847,0.342567205,0.694086036,0.861755206,27,24.13700578
Feature(s): 1 3 4 5 7,#NAME?,0.710691093,0.765786659,0.654583397,0.430184429,0.673022028,0.802278937,33,24.04377608
Feature(s): 3 4 5 8,#NAME?,0.644474294,0.696260436,0.72563728,0.33505506,0.62414195,0.866664638,25,23.97646771
Feature(s): 3 5 6 7,1.62336944311892*x_1 - 2.78326786394048*x_2 + 0.479995398370012*x_3 - 0.86925687165688*x_4 - 3.144182*(-4.1390753*x_1 + 1.25435545e-5*x_2 - 0.07595303*x_3 + 0.84758955*x_4 + 0.70542)*(4.1106634*x_1 + 0.1718731*x_2 + 0.020015113*x_3 - 0.928662*x_4 - 0.5543417) + 1.3865747366396,0.69473451,0.804719831,0.672392621,0.321880846,0.721446349,0.875207921,27,23.83076776
Feature(s): 2 3 6,18.304221385505*x_1 - 6.5752683036205*x_2 + 0.28442232337706*x_3 + 2.3491688*(1.7342421*x_1 + 3.232742*x_2 - 0.03176908*x_3 - 0.58821195)*(1.8162833*x_1 + 3.1213562*x_2 - 0.05979026*x_3 - 0.60048836) + 1.9969388*sin(1.7998846*x_1 + 0.31333196*x_2 + 0.6159325*x_3 - 0.20244844) - 1.836329*cos(-5.079012*x_1 + 2.4827049*x_2 + 1.9332414*x_3 + 2.0957994) - 0.6959448291736,0.723379382,0.698179506,0.640068356,0.532805979,0.564398232,0.726451913,39,23.80926805
Feature(s): 3 7,49.5851917125169*x_1**2 - 13.6979057928847*x_1*x_2 - 13.6261897193999*x_1 + 0.945942373063629*x_2**2 + 1.00960006178146*x_2 + 0.41695333*sin(0.6688269*x_1 - 1.7877698*x_2 + 0.016920367) + 2.331806*cos(0.8209914*x_1 + 3.2240906*x_2 + 0.9146658) + 1.74301846036913,0.691423336,0.755187247,0.676029461,0.323184434,0.722471623,0.874366285,27,23.73038849
Feature(s): 1 2 3 4 5 6 7,#NAME?,0.75979778,0.703827419,0.596448006,0.611375357,0.645588175,0.662557236,45,23.55865687
Feature(s): 3,(9.6540268416286691*x_1**2 + 3.4358139760807144*x_1 - 0.74762700812934969*cos(0.8571778213090692*x_1 + 0.5177673911503232) + 0.8420227535447756)/(0.12719887970224937*x_1**2 - 0.4749700442958909*x_1 - 0.6924884756843626*sin(0.828125235981451*x_1 + 0.07314528928681571) + 0.3001101502099113*cos(0.8571778213090692*x_1 + 0.5177673911503232) + 0.62338332321684496),0.627456093,0.713106214,0.742801574,0.360516314,0.618023172,0.849910057,26,23.39862038
Feature(s): 1 3 6,1.14285349910595*x_1 - 0.0189938523217545*x_2 - 0.037680857318655*x_3 + 2.4530473*(1.5617235*x_1 + 3.3789303*x_2 + 0.01038429*x_3 - 0.6753391)*(1.6139398*x_1 + 3.4588134*x_2 + 0.06462673*x_3 - 0.6053555) + 1.67319135513235,0.638044993,0.84470838,0.732169068,0.245358035,0.698856332,0.923269969,21,23.17015143
Feature(s): 3 4 5 7,0.97297488171466*x_1 - 0.298973834476297*x_2 - 0.000207247356790207*x_3 - 4.77495915043462*x_4 - 2.8099766*(-3.9542947*x_1 - 0.20560019*x_2 + 5.979047e-5*x_3 + 0.7251683*x_4 + 0.6218151)*(3.8705673*x_1 + 0.29361212*x_2 + 0.11947146*x_3 - 0.63470584*x_4 - 0.6027919) + 1.72227729731295,0.685770863,0.776324846,0.682193079,0.316268437,0.686634167,0.878822258,27,23.10196503
Feature(s): 1 3 5 6,#NAME?,0.674607142,0.807844653,0.694205566,0.322466907,0.715483431,0.874829642,27,22.85370244
Feature(s): 1 4 5 6 7,#NAME?,0.550751952,0.784720862,0.815693839,0.557269998,0.680343772,0.707176321,33,22.40109754
Feature(s): 1 5,34.7745340643205*x_1**2 + 14.1620950882009*x_1*x_2 + 12.7018055962743*x_1 + 1.4416949792555*x_2**2 - 2.15721899052441*x_2 + 6.350762*sin(11.028756*x_1 + 0.6524975*x_2 - 1.8398168) + 9.503513*cos(6.00483*x_1 - 1.7964404*x_2 + 0.16300455) - 2.69566909527544,0.582659389,0.717611553,0.786193424,0.396027236,0.649219745,0.825975016,27,21.93433127
Feature(s): 1 2 6,#NAME?,0.631291387,0.691859966,0.738968157,0.583815627,0.63350721,0.68564785,39,21.75535069
Feature(s): 1 6,11.2624087530454*x_1**2 + 0.736616566634177*x_1*x_2 + 13.3474043124012*x_1 + 0.0113880424383631*x_2**2 + 0.0346332646921265*x_2 + 3.7105806*sin(3.3667326*x_1 + 0.77713567*x_2 + 0.34993568) + 6.752262*cos(9.976934*x_1 + 0.019433875*x_2 - 2.3318129) - 1.46634436646645,0.464348762,0.820177137,0.890687054,0.510645251,0.728845076,0.74348145,27,21.74970064
Feature(s): 1 4 5,#NAME?,0.676891519,0.767243452,0.691764485,0.529608547,0.681423413,0.728933559,39,21.3250033
Feature(s): 2 3 7,1.41951666360468*x_1 - 0.595937333123622*x_2 - 1.59721087784541*x_3 + 2.2878633*(1.8892072*x_1 + 3.1102004*x_2 + 0.29817346*x_3 - 0.60008717)*(1.985106*x_1 + 3.1830554*x_2 + 0.27524403*x_3 - 0.6533166) + 1.5151572*sin(3.341728*x_1 + 0.23492001*x_2 - 0.84158325*x_3 - 0.36397547) + 2.9541557*cos(4.3359156*x_1 + 0.18196347*x_2 - 3.1996922*x_3 - 0.7516317) - 0.358207063711309,0.716975117,0.737325287,0.647435327,0.4889261,0.705488951,0.759801392,39,21.29506083
Feature(s): 1 2 6 7,#NAME?,0.698535696,0.693398254,0.668193168,0.698996316,0.673816245,0.583101474,49,20.87660057
Feature(s): 1 2 5 6 7 9,33.5972615902848*x_1 + 24.6177243101952*x_2 - 1.55074631814912*x_3 + 0.0115609246589824*x_4 + 12.10861670688*x_5 + 0.00092291559465472*x_6 + 0.00037655124*(0.26304638*x_1 + 0.07899792*x_2 + 0.029853418*x_3 + 0.09114054*x_5 + 0.056904964)*(0.23752879*x_1 + 0.25054273*x_2 - 0.069634415*x_3 + 0.059317008*x_4 + 0.024209945*x_5 + 0.0192249) - 1.04760913990989,0.489361159,0.821422793,0.869643001,0.574558422,0.637568689,0.693231357,33,20.19597906
Feature(s): 2 5 6 7,4.04262816108501*x_1 - 3.46059693178098*x_2 + 0.5507826940302*x_3 - 3.94682628703083*x_4 + 2.3781264*(4.809068*x_1 + 0.4892503*x_2 - 0.21568453*x_3 + 0.41516098*x_4 - 0.09641468)*(4.857371*x_1 + 0.3654107*x_2 - 0.16483149*x_3 + 0.48951164*x_4 - 0.11285687) + 7.361523*sin(3.5875993*x_1 + 2.4742045*x_2 + 0.58936787*x_3 + 2.1142251*x_4 - 2.2500813) + 6.9109964*cos(-5.0649467*x_1 + 2.6594434*x_2 + 0.6513018*x_3 + 1.2371266*x_4 - 0.1559977) + 1.88725346013589,0.722631984,0.712930299,0.64093247,0.661047636,0.665539823,0.618767603,49,20.183981
Feature(s): 2 4 5 7,8.1541771465434*x_1 - 3.7107029963875*x_2 - 0.54134150060604*x_3 - 7.9405548520243*x_4 + 2.1270814*(3.9598901*x_1 + 1.1993179*x_2 + 0.5481845*x_3 + 1.1240098*x_4 - 0.77844197)*(4.107353*x_1 + 1.1541877*x_2 + 0.6684246*x_3 + 1.1150987*x_4 - 0.72382253) + 8.056356*sin(6.404756*x_1 + 2.7164545*x_2 - 1.3672124*x_3 + 0.95994675*x_4 - 1.5679249) + 10.488489*cos(0.851922*x_1 - 2.3530872*x_2 + 1.5583282*x_3 + 1.3320361*x_4 - 0.73569393) + 0.40549420874075,0.742787715,0.686902004,0.617205712,0.635580715,0.619434326,0.641591955,49,19.91842153
Feature(s): 1 2 5 6,#NAME?,0.726739917,0.673326539,0.636168529,0.650618191,0.63445028,0.628215111,49,19.8679054
Feature(s): 2 3 5 6 7 8,20.2687190576862*x_1 + 15.7305123887042*x_2 - 1.29546566501518*x_3 - 0.224073107803072*x_4 + 4.51399496408272*x_5 - 0.00132854013030634*x_6 - 7.563297e-5*(0.021309549*x_1 + 0.087110676*x_2 - 0.04068321)*(-0.026216742*x_1 + 0.021913718*x_2 + 0.017247451*x_3 + 0.016163982*x_4 - 0.05488893*x_5) - 1.77202586973408,0.477155528,0.827696047,0.879975019,0.478986865,0.677297411,0.767154029,28,19.80711961
